word	level	also	pinyin	pos
核心	6		héxīn	名
核查	7		héchá	动
核桃	7		hétao	名
核武器	7		héwǔqì	名
核电站	7		hédiànzhàn	名
核能	7		hénéng	名
根	5		gēn	名、量
根基	7		gēnjī	名
根据	3	5	gēnjù	动、介、（名）
根本	5		gēnběn	名、形、副
根治	7		gēnzhì	动
根深蒂固	7		gēnshēn-dìgù	
根源	7		gēnyuán	名、动
格外	5		géwài	副
格子	7		gézi	名
格局	7		géjú	名
格式	7		géshi	名
格格不入	7		gégé-búrù	
栽	7		zāi	动
栽培	7		zāipéi	动
栽赃	7		zāizāng	动
桂花	7		guìhuā	名
桃	5		táo	名
框	7		kuàng	名、动
框架	7		kuàngjià	名
案件	7		ànjiàn	名
案例	6		ànlì	名
桌子	1		zhuōzi	名
桑拿	7		sāngná	名
档案	6		dàng’àn	名
档次	7		dàngcì	名
桥	4		qiáo	名
桥梁	6		qiáoliáng	名
桨	7		jiǎng	名
桩	7		zhuāng	名、量
桶	4		tǒng	名
梅花	6		méihuā	名
梦	4		mèng	名、动
梦寐以求	7		mèngmèiyǐqiú	
梦幻	7		mènghuàn	名
梦想	4		mèngxiǎng	动、名
梨	5		lí	名
梯子	7		tīzi	名
梳	7		shū	动
梳子	7		shūzi	名
梳理	7		shūlǐ	动
检察	7		jiǎnchá	动
检查	3		jiǎnchá	动
检测	6		jiǎncè	动
检票	3		jiǎnpiào	动
检讨	7		jiǎntǎo	动、名
检验	6		jiǎnyàn	动
棉	6		mián	名
棉花	7		miánhuā	名
棋子	6		qízǐ	名
棍	6		gùn	名
棒	4	5	bàng	形、（名）
棒球	6		bàngqiú	名
棕色	6		zōngsè	名
棘手	7		jíshǒu	形
棚	7		péng	名
森林	4		sēnlín	名
棱角	7		léngjiǎo	名
棵	4		kē	量
棺材	7		guāncai	名
椅子	1		yǐzi	名
植物	4		zhíwù	名
椭圆	7		tuǒyuán	名
椰子	7		yēzi	名
楷模	7		kǎimó	名
楼	2		lóu	名
楼梯	3		lóutī	名
楼道	6		lóudào	名
概	7		gài	副
概况	7		gàikuàng	名
概念	5		gàiniàn	名
概括	5		gàikuò	动、形
概率	6		gàilǜ	名
概论	7		gàilùn	名
榜样	6		bǎngyàng	名
榨	7		zhà	动
槐树	7		huáishù	名
模仿	6		mófǎng	动
模型	6		móxíng	名
模式	5		móshì	名
模拟	6		mónǐ	动
模样	6		múyàng	名
模特儿	6		mótèr	名
模糊	5		móhu	形、动
模范	7		mófàn	名、形
横	6		héng	形、动、名
横向	7		héngxiàng	形
橘子	5		júzi	名
橙子	5		chéngzi	名
橡皮	5		xiàngpí	名
橡胶	7		xiàngjiāo	名
橱窗	7		chúchuāng	名
欠	5		qiàn	动
欠条	7		qiàntiáo	名
欠缺	7		qiànquē	动、名
次	2	7	cì	量、（形）
次品	7		cìpǐn	名
次序	7		cìxù	名
次数	6		cìshù	名
次日	7		cìrì	名
次要	7		cìyào	形
欢乐	6		huānlè	形
欢呼	7		huānhū	动
欢声笑语	7		huānshēng-xiàoyǔ	
欢快	7		huānkuài	形
欢聚	7		huānjù	动
欢迎	3		huānyíng	动
欣喜	7		xīnxǐ	形
欣慰	7		xīnwèi	形
欣欣向荣	7		xīnxīn-xiàngróng	
欣赏	5		xīnshǎng	动
欧洲	5		Ōuzhōu	名
欲望	6		yùwàng	名
欺诈	7		qīzhà	动
欺负	7		qīfu	动
欺骗	6		qīpiàn	动
款	6		kuǎn	名、量
款式	6		kuǎnshì	名
款待	7		kuǎndài	动
款项	7		kuǎnxiàng	名
歇	6		xiē	动
歉意	7		qiànyì	名
歌	1		gē	名
歌剧	7		gējù	名
歌唱	6		gēchàng	动
歌声	4		gēshēng	名
歌手	4		gēshǒu	名
歌曲	5		gēqǔ	名
歌舞	7		gēwǔ	名
歌词	5		gēcí	名
歌谣	7		gēyáo	名
歌颂	7		gēsòng	动
止	5		zhǐ	动
止步	7		zhǐbù	动
正	2	5	zhèng	副、（形）
正义	6		zhèngyì	名、形
正在	1		zhèngzài	副
正好	4		zhènghǎo	形、副
正如	5		zhèngrú	动
正宗	7		zhèngzōng	名、形
正常	4		zhèngcháng	形
正式	4		zhèngshì	形
正当	7		zhèngdàng	形
正月	7		zhēngyuè	名
正气	7		zhèngqì	名
正版	7		zhèngbǎn	名
正直	7		zhèngzhí	形
正确	4		zhèngquè	形
正经	7		zhèngjing	形
正能量	7		zhèngnéngliàng	名
正规	6		zhèngguī	形
正视	7		zhèngshì	动
正面	6		zhèngmiàn	名、形
此	4		cǐ	代
此刻	6		cǐkè	名
此前	5		cǐqián	名
此后	5		cǐhòu	名
此外	4		cǐwài	连
此时	5		cǐshí	名
此次	4		cǐ	cì
此致	7		cǐzhì	动
此起彼伏	7		cǐqǐ-bǐfú	
步	4		bù	名
步伐	7		bùfá	名
步入	7		bùrù	动
步行	5		bùxíng	动
步骤	6		bùzhòu	名
武侠	7		wǔxiá	名
武力	7		wǔlì	名
武器	6		wǔqì	名
武术	5		wǔshù	名
武装	7		wǔzhuāng	名、动
歧视	7		qíshì	动
歪	6		wāi	形
歪曲	7		wāiqū	动
歹徒	7		dǎitú	名
死	4	5	sǐ	动、形、（副）
死亡	6		sǐwáng	动
死心	7		sǐxīn	动
歼灭	7		jiānmiè	动
残	7		cán	动
残忍	7		cánrěn	形
残留	7		cánliú	动
残疾	6		cánjí	名
残缺	7		cánquē	动
残酷	7		cánkù	形
殴打	7		ōudǎ	动
段	3		duàn	量
段落	7		duànluò	名
殷勤	7		yīnqín	形
殿堂	7		diàntáng	名
毁	7		huǐ	动
毁坏	7		huǐhuài	动
毁灭	7		huǐmiè	动
毅力	7		yìlì	名
毅然	7		yìrán	副
母	6		mǔ	形
母亲	4		mǔqīn	名
母女	4		mǔnǚ	名
母子	4		mǔzǐ	名
母语	6		mǔyǔ	名
每	2	4	měi	代、（副）
毒	6		dú	名、动、形
毒品	7		dúpǐn	名
比	2		bǐ	动、介
比例	5		bǐlì	名
比分	5		bǐfēn	名
比喻	5		bǐyù	动、名
比如	3		bǐrú	动
比方	6		bǐfang	动
比比皆是	7		bǐbǐ-jiēshì	
比试	7		bǐshi	动
比赛	3		bǐsài	动、名
比较	3		bǐjiào	动、介、副
比重	6		bǐzhòng	名
毕业	4		bìyè	动
毕业生	4		bìyèshēng	名
毕生	7		bìshēng	名
毕竟	5		bìjìng	副
毛	3	5	máo	量、（名）
毛巾	4		máojīn	名
毛病	5		máobìng	名
毛笔	5		máobǐ	名
毛衣	4		máoyī	名
毫不	6		háo	bù
毫升	6		háoshēng	量
毫无	6		háo	wú
毫米	6		háomǐ	量
毯子	7		tǎnzi	名
民主	6		mínzhǔ	名、形
民事	7		mínshì	形
民众	6		mínzhòng	名
民俗	6		mínsú	名
民办	7		mínbàn	形
民宿	6		mínsù	名
民居	7		mínjū	名
民意	7		mínyì	名
民族	4		mínzú	名
民歌	6		míngē	名
民生	7		mínshēng	名
民用	7		mínyòng	形
民营	7		mínyíng	形
民间	6		mínjiān	名
气	4		qì	名、动
气体	6		qìtǐ	名
气候	4		qìhòu	名
气势	7		qìshì	名
气压	7		qìyā	名
气味	6		qìwèi	名
气息	7		qìxī	名
气愤	7		qìfèn	形
气氛	6		qìfēn	名
气泡	7		qìpào	名
气派	7		qìpài	名、形
气流	7		qìliú	名
气温	4		qìwēn	名
气球	5		qìqiú	名
气管	7		qìguǎn	名
气色	7		qìsè	名
气象	7		qìxiàng	名
气质	6		qìzhì	名
气馁	7		qìněi	形
气魄	7		qìpò	名
氛围	6		fēnwéi	名
氧气	6		yǎngqì	名
水	1		shuǐ	名
水产	7		shuǐchǎn	名
水准	7		shuǐzhǔn	名
水分	5		shuǐfèn	名
水利	7		shuǐlì	名
水土	7		shuǐtǔ	名
水域	7		shuǐyù	名
水平	3		shuǐpíng	名
水库	6		shuǐkù	名
水晶	7		shuǐjīng	名
水果	1		shuǐguǒ	名
水汽	7		shuǐqì	名
水泥	6		shuǐní	名
水流	6		shuǐliú	名
水涨船高	7		shuǐzhǎng-chuángāo	
水源	7		shuǐyuán	名
水滴石穿	7		shuǐdī-shíchuān	
水稻	6		shuǐdào	名
水落石出	7		shuǐluò-shíchū	
水面	6		shuǐmiàn	名
水龙头	7		shuǐlóngtóu	名
永久	7		yǒngjiǔ	形
永恒	7		yǒnghéng	形
永远	4		yǒngyuǎn	副、名
求	6		qiú	动
求助	6		qiúzhù	动
求医	7		qiúyī	动
求同存异	7		qiútóng-cúnyì	
求婚	6		qiúhūn	动
求学	7		qiúxué	动
求救	6		qiújiù	动
求职	6		qiúzhí	动
求证	7		qiúzhèng	动
汇	6		huì	动
汇合	7		huìhé	动
汇报	6		huìbào	动
汇款	6		huìkuǎn	动、名
汇率	5		huìlǜ	名
汇聚	7		huìjù	动
汇集	7		huìjí	动
汉字	1		Hànzì	名
汉服	7		Hànfú	名
汉语	1		Hànyǔ	名
汗	4		hàn	名
汗水	5		hànshuǐ	名
汗马功劳	7		hànmǎ-gōngláo	
江	4		jiāng	名
江山	7		jiāngshān	名
池	5		chí	名
池塘	7		chítáng	名
污染	4		wūrǎn	动
污水	6		wūshuǐ	名
污秽	7		wūhuì	形、名
污蔑	7		wūmiè	动
汤	4		tāng	名
汤圆	6		tāngyuán	名
汪洋	7		wāngyáng	形
汲取	7		jíqǔ	动
汹涌	7		xiōngyǒng	动
汽水	4		qìshuǐ	名
汽油	5		qìyóu	名
汽车	3		qìchē	名
沉	5		chén	动、形
沉思	7		chénsī	动
沉浸	7		chénjìn	动
沉淀	7		chéndiàn	动、名
沉甸甸	7		chéndiàndiàn	形
沉着	7		chénzhuó	形
沉睡	7		chénshuì	动
沉稳	7		chénwěn	形
沉迷	7		chénmí	动
沉重	6		chénzhòng	形
沉闷	7		chénmèn	形
沉默	5		chénmò	动
沏	7		qī	动
沐浴	7		mùyù	动
沙发	3		shāfā	名
沙子	5		shāzi	名
沙滩	7		shātān	名
沙漠	5		shāmò	名
沙龙	7		shālóng	名
沟	6		gōu	名
沟通	5		gōutōng	动
没事	1		méishì	动
没关系	1		méi	guānxi
没准儿	7		méizhǔnr	动
没劲	7		méijìn	动、形
没完没了	7		méiwán-méiliǎo	
没意思	2		méi	yìsi
没收	7		mòshōu	动
没有	1		méiyǒu	动、副
没法儿	5		méifǎr	动
没落	7		mòluò	动
没辙	7		méizhé	动
沧桑	7		cāngsāng	名
沮丧	7		jǔsàng	形
河	3		hé	名
河流	5		héliú	名
河畔	7		hépàn	名
沸沸扬扬	7		fèifèiyángyáng	
沸腾	7		fèiténg	动
油	4		yóu	名
油条	5		yóutiáo	名
油漆	7		yóuqī	名、动
油画	7		yóuhuà	名
油腻	7		yóunì	形、名
治	5		zhì	动
治安	7		zhì’ān	名
治愈	7		zhìyù	动
治理	6		zhìlǐ	动
治疗	5		zhìliáo	动
沼泽	7		zhǎozé	名
沾	7		zhān	动
沾光	7		zhānguāng	动
沿	5		yán	介、动、名
沿岸	7		yán’àn	名
沿海	6		yánhǎi	名
沿用	7		yányòng	动
沿线	7		yánxiàn	名
沿途	7		yántú	名、副
泄	7		xiè	动
泄密	7		xièmì	动
泄气	7		xièqì	动、形
泄漏	7		xièlòu	动
泄露	7		xièlòu	动
法	4		fǎ	名
法人	7		fǎrén	名
法则	7		fǎzé	名
法制	7		fǎzhì	名
法官	6		fǎguān	名
法定	6		fǎdìng	形
法庭	7		fǎtíng	名
法律	4		fǎlǜ	名
法治	7		fǎzhì	名、动
法规	6		fǎguī	名
法院	5		fǎyuàn	名
泛滥	7		fànlàn	动
泡	6		pào	名、动
泡沫	7		pàomò	名
波动	7		bōdòng	动
波及	7		bōjí	动
波折	7		bōzhé	名
波浪	7		bōlàng	名
波涛	7		bōtāo	名
波澜	7		bōlán	名
泥	6		ní	名
泥土	7		nítǔ	名
泥泞	7		nínìng	形
泥潭	7		nítán	名
注	7		zhù	动、名
注册	5		zhùcè	动
注定	7		zhùdìng	动
注射	7		zhùshè	动
注意	3		zhùyì	动
注视	7		zhùshì	动
注释	7		zhùshì	动、名
注重	5		zhùzhòng	动
注销	7		zhùxiāo	动
泪	5		lèi	名
泪水	5		lèishuǐ	名
泰斗	7		tàidǒu	名
泻	7		xiè	动
泼	6		pō	动
泼冷水	7		pō	lěngshuǐ
洁净	7		jiéjìng	形
洁白	7		jiébái	形
洋溢	7		yángyì	动
洒	5		sǎ	动
洗	2		xǐ	动
洗手间	2		xǐshǒujiān	名
洗涤	7		xǐdí	动
洗漱	6		xǐshù	动
洗澡	3		xǐzǎo	动
洗礼	7		xǐlǐ	名
洗衣机	3		xǐyījī	名
洞	5		dòng	名
洞穴	7		dòngxué	名
津津有味	7		jīnjīn-yǒuwèi	
洪亮	7		hóngliàng	形
洪水	6		hóngshuǐ	名
活	4		huó	动、形、名
活力	6		huólì	名
活动	4		huódòng	动、名
活期	7		huóqī	形
活泼	4		huópō	形
活该	7		huógāi	动
活跃	6		huóyuè	形、动
洽谈	7		qiàtán	动
派	5	7	pài	动、（名、量）
派出所	5		pàichūsuǒ	名
派别	7		pàibié	名
派遣	7		pàiqiǎn	动
流	4		liú	动
流传	5		liúchuán	动
流入	6		liúrù	动
流利	4		liúlì	形
流动	6		liúdòng	动
流向	7		liúxiàng	名
流域	7		liúyù	名
流失	7		liúshī	动
流感	5		liúgǎn	名
流氓	7		liúmáng	名
流水	7		liúshuǐ	名
流派	7		liúpài	名
流浪	7		liúlàng	动
流淌	7		liútǎng	动
流畅	7		liúchàng	形
流程	6		liúchéng	名
流血	7		liúxuè	动
流行	4		liúxíng	动
流转	7		liúzhuǎn	动
流通	6		liútōng	动
流逝	7		liúshì	动
流量	6		liúliàng	名
流露	7		liúlù	动
浅	5		qiǎn	形
浅显	7		qiǎnxiǎn	形
浇	5		jiāo	动
测	5		cè	动
测定	7		cèdìng	动
测算	7		cèsuàn	动
测试	5		cèshì	动
测量	6		cèliáng	动
测验	7		cèyàn	动、名
浏览	5		liúlǎn	动
浏览器	6		liúlǎnqì	名
浑身	7		húnshēn	名
浓	5		nóng	形
浓厚	6		nónghòu	形
浓缩	7		nóngsuō	动
浓郁	7		nóngyù	形
浓重	7		nóngzhòng	形
浩劫	7		hàojié	名
浩瀚	7		hàohàn	形
浪漫	4		làngmàn	形
浪费	4		làngfèi	动
浮	6		fú	动
浮力	7		fúlì	名
浮动	7		fúdòng	动
浮现	7		fúxiàn	动
浮躁	7		fúzào	形
浴室	6		yùshì	名
海	3		hǎi	名
海关	5		hǎiguān	名
海内外	6		hǎi	nèiwài
海军	7		hǎijūn	名
海啸	7		hǎixiào	名
海域	6		hǎiyù	名
海外	5		hǎiwài	名
海岸	6		hǎi’àn	名
海峡	7		hǎixiá	名
海报	7		hǎibào	名
海拔	6		hǎibá	名
海洋	4		hǎiyáng	名
海湾	7		hǎiwān	名
海滨	7		hǎibīn	名
海滩	7		hǎitān	名
海盗	7		hǎidào	名
海绵	7		hǎimián	名
海藻	7		hǎizǎo	名
海豚	7		hǎitún	名
海运	7		hǎiyùn	动
海量	7		hǎiliàng	名、形
海面	6		hǎimiàn	名
海鲜	5		hǎixiān	名
浸泡	7		jìnpào	动
涂	7		tú	动
消	7		xiāo	动
消化	5		xiāohuà	动
消失	5		xiāoshī	动
消息	4		xiāoxi	名
消极	5		xiāojí	形
消毒	6		xiāodú	动
消沉	7		xiāochén	形
消灭	6		xiāomiè	动
消磨	7		xiāomó	动
消耗	6		xiāohào	动
消费	5		xiāofèi	动
消费者	5		xiāofèizhě	名
消遣	7		xiāoqiǎn	动
消防	6		xiāofáng	动
消除	6		xiāochú	动
涉及	6		shèjí	动
涉嫌	7		shèxián	动
涉猎	7		shèliè	动
涌	7		yǒng	动
涌现	6		yǒngxiàn	动
涝	7		lào	形
润	7		rùn	动、形
涨	5		zhǎng	动
涨价	5		zhǎngjià	动
涨幅	7		zhǎngfú	名
涮	7		shuàn	动
液体	6		yètǐ	名
液晶	7		yèjīng	名
涵盖	7		hángài	动
淀粉	7		diànfěn	名
淋	6		lín	动
淌	7		tǎng	动
淘	7		táo	动
淘气	6		táoqì	形
淘汰	6		táotài	动
淡	5		dàn	形
淡化	7		dànhuà	动
淡季	7		dànjì	名
淡水	7		dànshuǐ	名
淤泥	7		yūní	名
深	4	5	shēn	形、（副）
深入	5		shēnrù	动、形
深入人心	7		shēnrù-rénxīn	
深切	7		shēnqiè	形
深刻	5		shēnkè	形
深化	7		shēnhuà	动
深厚	5		shēnhòu	形
深夜	6		shēnyè	名
深奥	7		shēn’ào	形
深度	5		shēndù	名、形
深思	7		shēnsī	动
深情	7		shēnqíng	名、形
深情厚谊	7		shēnqíng-hòuyì	
深沉	7		shēnchén	形
深远	5		shēnyuǎn	形
深造	7		shēnzào	动
深邃	7		shēnsuì	形
淳朴	7		chúnpǔ	形
混	6		hùn	动、副
混乱	6		hùnluàn	形
混合	6		hùnhé	动
混浊	7		hùnzhuó	形
混淆	7		hùnxiáo	动
淹	6		yān	动
淹没	6		yānmò	动
添	6		tiān	动
添加	6		tiānjiā	动
添加剂	7		tiānjiājì	名
清	6		qīng	形、动
清凉	7		qīngliáng	形
清单	7		qīngdān	名
清扫	6		qīngsǎo	动
清新	7		qīngxīn	形
清晨	6		qīngchén	名
清晰	6		qīngxī	形
清楚	3		qīngchu	形、动
清洁	6		qīngjié	形
清洗	6		qīngxǐ	动
清淡	6		qīngdàn	形
清澈	7		qīngchè	形
清理	6		qīnglǐ	动
清脆	7		qīngcuì	形
清醒	6		qīngxǐng	形、动
清除	7		qīngchú	动
清静	7		qīngjìng	形
渊源	7		yuānyuán	名
渐渐	5		jiànjiàn	副
渔民	7		yúmín	名
渔船	7		yúchuán	名
渗	7		shèn	动
渗透	7		shèntòu	动
渠道	6		qúdào	名
渡	6		dù	动
渣	7		zhā	名
温习	7		wēnxí	动
温和	6		wēnhé	形
温室	7		wēnshì	名
温差	7		wēnchà	名
温带	7		wēndài	名
温度	4		wēndù	名
温度计	7		wēndùjì	名
温暖	5		wēnnuǎn	形、动
温柔	6		wēnróu	形
温泉	7		wēnquán	名
温馨	7		wēnxīn	形
港	7		gǎng	名
港口	6		gǎngkǒu	名
港湾	7		gǎngwān	名
渴	3		kě	形
渴望	6		kěwàng	动
游	2		yóu	动
游人	6		yóurén	名
游客	3		yóukè	名
游戏	3		yóuxì	名
游泳	2		yóuyǒng	动
游玩	4		yóuwán	动
游船	7		yóuchuán	名
游行	7		yóuxíng	动
游览	5		yóulǎn	动
渺小	7		miǎoxiǎo	形
湖	5		hú	名
湖泊	7		húpō	名
湿	5		shī	形
湿地	7		shīdì	名
湿度	6		shīdù	名
湿润	7		shīrùn	形
溅	7		jiàn	动
源于	6		yuányú	动
源头	7		yuántóu	名
源泉	7		yuánquán	名
源源不断	7		yuányuán-búduàn	
源远流长	7		yuányuǎn-liúcháng	
溜	7		liū	动
溜达	7		liūda	动
溢	7		yì	动
溪	7		xī	名
溶解	7		róngjiě	动
溺水	7		nìshuǐ	动
滋味	7		zīwèi	名
滋润	7		zīrùn	形、动
滋生	7		zīshēng	动
滑	5		huá	形、动
滑冰	6		huábīng	动
滑梯	7		huátī	名
滑稽	7		huájī	形
滑行	6		huáxíng	动
滑雪	6		huáxuě	动
滔滔不绝	7		tāotāo-bùjué	
滚	5		gǔn	动
滚动	7		gǔndòng	动
滞后	7		zhìhòu	动
滞留	7		zhìliú	动
满	4		mǎn	形、动
满怀	7		mǎnhuái	动、名
满意	3		mǎnyì	动
满足	5		mǎnzú	动
滥用	7		lànyòng	动
滴	6		dī	动、量
漂	6		piāo	动
漂亮	1		piàoliang	形
漂泊	7		piāobó	动
漂流	7		piāoliú	动
漂浮	7		piāofú	动
漆	7		qī	名、动
漆黑	7		qīhēi	形
漏	5		lòu	动
漏洞	6		lòudòng	名
演	4		yǎn	动
演习	7		yǎnxí	动
演出	4		yǎnchū	动
演化	7		yǎnhuà	动
演变	7		yǎnbiàn	动
演员	4		yǎnyuán	名
演唱	4		yǎnchàng	动
演奏	6		yǎnzòu	动
演技	7		yǎnjì	名
演示	7		yǎnshì	动
演练	7		yǎnliàn	动
演绎	7		yǎnyì	动
演讲	5		yǎnjiǎng	动
演说	7		yǎnshuō	动、名
漠然	7		mòrán	形
漫	7		màn	动
漫游	7		mànyóu	动
漫画	6		mànhuà	名
漫长	6		màncháng	形
潇洒	7		xiāosǎ	形
潜伏	7		qiánfú	动
潜入	7		qiánrù	动
潜力	6		qiánlì	名
潜在	7		qiánzài	形
潜心	7		qiánxīn	动
潜水	7		qiánshuǐ	动
潜移默化	7		qiányí-mòhuà	
潜能	7		qiánnéng	名
潜艇	7		qiántǐng	名
潦草	7		liáocǎo	形
潮	7		cháo	名、形
潮水	7		cháoshuǐ	名
潮流	6		cháoliú	名
潮湿	6		cháoshī	形
澄清	7		chéngqīng	形、动
澎湃	7		péngpài	形
激光	7		jīguāng	名
激动	4		jīdòng	形、动
激励	6		jīlì	动
激化	7		jīhuà	动
激发	6		jīfā	动
激增	7		jīzēng	动
激情	6		jīqíng	名
激活	7		jīhuó	动
激烈	5		jīliè	形
激素	7		jīsù	名
激荡	7		jīdàng	动
激起	7		jīqǐ	动
濒临	7		bīnlín	动
濒危	7		bīnwēi	动
瀑布	7		pùbù	名
灌	7		guàn	动
灌溉	7		guàngài	动
灌输	7		guànshū	动
火	4		huǒ	名、形
火候	7		huǒhou	名
火山	7		huǒshān	名
火柴	6		huǒchái	名
火灾	6		huǒzāi	名
火炬	7		huǒjù	名
火热	7		huǒrè	形
火焰	7		huǒyàn	名
火爆	7		huǒbào	形
火箭	7		huǒjiàn	名
火腿	7		huǒtuǐ	名
火花	7		huǒhuā	名
火车	1		huǒchē	名
火辣辣	7		huǒlàlà	形
火速	7		huǒsù	副
火锅	5		huǒguō	名
灭	6		miè	动
灭亡	7		mièwáng	动
灭绝	7		mièjué	动
灯	3		dēng	名
灯光	5		dēngguāng	名
灯泡	7		dēngpào	名
灯笼	6		dēnglong	名
灰	5		huī	名、形
灰尘	6		huīchén	名
灰心	6		huīxīn	形
灰色	5		huīsè	名、形
灵	7		líng	形、名
灵巧	7		língqiǎo	形
灵感	7		línggǎn	名
灵敏	7		língmǐn	形
灵机一动	7		língjī-yídòng	
灵活	5		línghuó	形
灵通	7		língtōng	形
灵魂	7		línghún	名
灶	7		zào	名
灼热	7		zhuórè	形
灾	6		zāi	名
灾区	6		zāiqū	名
灾害	6		zāihài	名
灾难	6		zāinàn	名
灿烂	7		cànlàn	形
炉子	7		lúzi	名
炊烟	7		chuīyān	名
炎热	6		yánrè	形
炎症	6		yánzhèng	名
炒	5		chǎo	动
炒作	7		chǎozuò	动
炒股	6		chǎogǔ	动
炖	7		dùn	动
炫耀	7		xuànyào	动
炭	7		tàn	名
炮	7		pào	名
炸	5		zhá	动
炸弹	7		zhàdàn	名
炸药	7		zhàyào	名
点	1	3	diǎn	量、（名）
点击	6		diǎnjī	动
点名	4		diǎnmíng	动
点头	4		diǎntóu	动
点子	7		diǎnzi	名
点心	5		diǎnxin	名
点火	7		diǎnhuǒ	动
点燃	6		diǎnrán	动
点缀	7		diǎnzhuì	动
点评	7		diǎnpíng	动、名
点赞	5		diǎnzàn	动
炼	7		liàn	动
烂	6		làn	形
烈士	7		lièshì	名
烈日	7		lièrì	名
烘	7		hōng	动
烘干	7		hōnggān	动
烘托	7		hōngtuō	动
烘焙	7		hōngbèi	动
烟	4		yān	名
烟囱	7		yāncōng	名
烟火	7		yānhuǒ	名
烟花	7		yānhuā	名
烤	4		kǎo	动
烦	4		fán	形、动
烦恼	4		fánnǎo	形
烦躁	7		fánzào	形
烦闷	7		fánmèn	形
烧	5		shāo	动、名
烧毁	7		shāohuǐ	动
烧烤	5		shāokǎo	名
烫	6		tàng	动、形
热	1		rè	形
热带	7		rèdài	名
热度	6		rèdù	名
热心	5		rèxīn	形
热情	3		rèqíng	形
热水器	6		rèshuǐqì	名
热泪盈眶	7		rèlèi-yíngkuàng	
热潮	7		rècháo	名
热点	6		rèdiǎn	名
热烈	5		rèliè	形
热爱	5		rè’ài	动
热线	6		rèxiàn	名
热腾腾	7		rèténgténg	形
热衷	7		rèzhōng	动
热议	6		rèyì	动
热量	5		rèliàng	名
热销	7		rèxiāo	动
热门	6		rèmén	名
热闹	4		rènao	形、动、名
烹调	7		pēngtiáo	动
烹饪	7		pēngrèn	动
焕发	7		huànfā	动
焕然一新	7		huànrán-yìxīn	
焚烧	7		fénshāo	动
焦	7		jiāo	形
焦急	7		jiāojí	形
焦点	6		jiāodiǎn	名
焦虑	6		jiāolǜ	形
焦躁	7		jiāozào	形
然后	3		ránhòu	连
然而	4		rán’ér	连
煎	7		jiān	动
煎熬	7		jiān’áo	动
煤	6		méi	名
煤气	7		méiqì	名
煤炭	7		méitàn	名
照	3		zhào	动
照例	7		zhàolì	副
照办	7		zhàobàn	动
照射	7		zhàoshè	动
照常	7		zhàocháng	副、动
照料	7		zhàoliào	动
照明	6		zhàomíng	动
照样	7		zhàoyàng	副、动
照片	3		zhàopiàn	名
照相	3		zhàoxiàng	动
照耀	7		zhàoyào	动
照顾	3		zhàogù	动
煮	5		zhǔ	动
煲	7		bāo	名、动
煽动	7		shāndòng	动
熄火	7		xīhuǒ	动
熄灭	7		xīmiè	动
熊	4		xióng	名
熏	7		xūn	动
熏陶	7		xūntáo	动
熙熙攘攘	7		xīxī-rǎngrǎng	形
熟	4		shú/shóu	形
熟人	5		shúrén	名
熟悉	4		shúxi	动
熟练	5		shúliàn	形
熨	7		yùn	动
熬	7		áo	动
熬夜	5		áoyè	动
燃放	7		ránfàng	动
燃料	6		ránliào	名
燃气	7		ránqì	名
燃油	7		rányóu	名
燃烧	5		ránshāo	动
燕子	7		yànzi	名
爆	6		bào	动
爆发	6		bàofā	动
爆满	7		bàomǎn	动
爆炸	6		bàozhà	动
爆竹	7		bàozhú	名
爪子	7		zhuǎzi	名
爬	3		pá	动
爱	1		ài	动
爱不释手	7		àibúshìshǒu	
爱人	3		àiren	名
