word	level
盏	7
盐	4
监察	7
监护	7
监控	7
监测	6
监狱	7
监督	6
监管	7
监视	7
盒子	4
盒饭	5
盖	5
盗	7
盗版	7
盗窃	7
盘	6
盘子	3
盘旋	7
盘算	7
盛	6
盛产	7
盛会	7
盛夏	7
盛大	7
盛宴	7
盛开	7
盛情	7
盛气凌人	7
盛行	7
盟友	7
目不转睛	7
目中无人	7
目光	5
目前	4
目录	6
目标	4
目的	4
目的地	4
目睹	7
目瞪口呆	7
盯	7
盲人	6
盲目	7
直	5
直到	3
直升机	7
直径	7
直接	4
直播	5
直线	7
直至	7
直观	7
直视	7
直觉	7
直辖市	7
直达	7
相互	4
相传	6
相伴	7
相似	5
相信	3
相关	5
相册	5
相反	4
相同	4
相声	6
相处	5
相对	5
相差	6
相应	6
相当	5
相提并论	7
相机	3
相比	4
相等	6
相约	7
相继	7
相识	7
相貌	7
相辅相成	7
相近	7
相连	6
相通	7
相遇	7
盼	7
盼望	6
省	4
省事	7
省份	5
省会	5
省略	7
眉开眼笑	7
眉毛	6
看	1
看不起	6
看中	6
看似	6
看作	5
看台	7
看好	6
看守	7
看待	6
看得起	6
看护	7
看望	5
看来	3
看法	4
看病	1
看管	7
看见	1
看重	6
真	1
真实	5
真心	7
真情	7
真挚	7
真是	7
真正	4
真理	7
真相	6
真空	7
真诚	5
眨眼	7
眯	7
眺望	7
眼	5
眼下	7
眼光	6
眼前	4
眼泪	5
眼界	7
眼看	6
眼睛	2
眼神	7
眼红	7
眼色	7
眼镜	4
着	2
着凉	5
着力	7
着实	7
着急	3
着想	7
着手	7
着火	4
着眼	7
着落	7
着迷	7
着重	7
睁	6
睡	1
睡眠	5
睡袋	7
睡觉	1
督促	7
瞄准	7
瞅	7
瞎	7
瞒	7
瞧	6
瞪	7
瞬间	6
瞻仰	7
矗立	7
矛头	7
矛盾	5
矣	7
知名	5
知己	7
知觉	7
知识	4
知识分子	7
知足	7
知足常乐	7
知道	1
矫正	7
短	3
短信	4
短处	5
短暂	7
短期	5
短缺	6
短裤	3
矮	3
石头	5
石油	6
矿	7
矿产	7
矿泉水	3
矿藏	7
码	7
码头	6
砍	6
砍伐	7
研制	5
研发	5
研究	4
研究生	4
研讨	6
砖	6
破	4
破产	6
破例	7
破坏	5
破旧	7
破案	7
破灭	7
破碎	7
破裂	7
破解	7
破除	7
砸	7
硕士	4
硕果	7
硬	5
硬件	5
硬币	7
硬朗	7
硬盘	7
确保	5
确信	7
确凿	7
确切	7
确定	5
确实	4
确立	6
确认	5
确诊	7
碍事	7
碎	5
碑	7
碗	3
碟	7
碧绿	7
碰	5
碰巧	7
碰撞	6
碰见	5
碰钉子	7
磁带	7
磁铁	7
磅	7
磋商	7
磕	7
磨	7
磨合	7
磨损	7
磨炼	7
磨难	7
礁石	7
示威	7
示意	7
示范	6
礼仪	7
礼品	7
礼堂	7
礼尚往来	7
礼服	7
礼物	3
礼节	7
礼貌	4
社	6
社交	7
社会	4
社会主义	7
社区	5
社团	7
祈祷	7
祖传	7
祖先	6
祖国	6
祖宗	7
祖母	7
祖父	7
祖籍	7
祝	4
祝愿	6
祝福	6
祝贺	4
神	6
神仙	7
神圣	7
神奇	6
神态	7
神情	7
神气	7
神秘	5
神经	6
神话	5
祥和	7
票	2
票房	7
祭	7
祭奠	7
祭祀	7
祸害	7
禁不住	7
禁区	7
禁忌	7
禁止	4
福	5
福利	6
福气	7
离	2
离奇	7
离婚	5
离开	3
离职	5
离谱儿	7
禾苗	7
秀丽	7
秀美	7
私下	7
私事	7
私人	5
私家车	7
私有	7
私立	7
私自	7
私营	7
秃	7
秉承	7
秉持	7
秋天	3
种	3
种地	6
种子	5
种族	7
种植	5
种类	5
科	6
科学	4
科幻	6
科技	4
科普	6
科目	6
科研	5
秒	4
秘书	5
秘密	5
秘方	7
秘诀	7
租	4
租赁	7
租金	5
秤	7
秧歌	7
秩序	6
积	7
积攒	7
积极	4
积淀	7
积累	4
积蓄	7
称	5
称为	5
称作	6
称号	6
称呼	6
称心如意	7
称赞	5
移	5
移交	7
移动	5
移植	7
移民	6
稀	7
稀奇	7
稀少	7
稀有	7
稀罕	7
程序	5
程度	5
稍	4
稍后	7
稍微	4
稍稍	7
税	5
税务	7
税收	7
稚嫩	7
稠	7
稠密	7
稳	7
稳健	7
稳固	7
稳妥	7
稳定	5
稳重	7
稻草	7
稿件	6
稿子	6
穴位	7
究竟	4
穷	5
空	4
空中	5
空军	7
空前	7
空地	6
空想	7
空气	4
空洞	7
空白	7
空荡荡	7
空虚	7
空调	3
空闲	6
空间	5
空间站	7
空隙	7
空难	7
穿	1
穿梭	7
穿着	7
穿越	7
穿过	6
突兀	7
突出	5
突击	7
突发	6
突如其来	7
突然	3
突破	6
突破口	7
窃取	7
窄	5
窍门	7
窑	7
窒息	7
窗	4
窗口	6
窗台	5
窗帘	7
窗户	4
窘迫	7
窜	7
窝	7
窟窿	7
立	6
立交桥	7
立体	7
立刻	5
立功	7
立即	5
立场	6
立方	7
立方米	7
立案	7
立法	7
立足	7
竖	6
竖立	7
站	2
站台	5
站立	7
竞争	4
竞技	7
竞相	7
竞赛	6
竞选	7
竟	7
竟然	4
章	6
章程	7
竣工	7
童年	4
童话	6
竭力	7
竭尽全力	7
端	6
端正	7
竹子	5
竹竿	7
笑	2
笑容	6
笑话	4
笔	2
笔墨	7
笔记	3
笔记本	3
笔试	4
笛子	7
符号	6
符合	4
笨	4
笨拙	7
笨蛋	7
笨重	7
第	1
第一手	7
笼子	7
笼统	7
笼罩	7
等	2
等于	5
等候	5
等到	4
等待	5
等级	6
筋	7
筐	7
筑	7
筒	7
答	4
答复	6
答应	4
答案	4
答辩	7
策划	6
策略	6
筛	7
筛查	7
筛选	6
筷子	3
筹	7
筹划	7
筹办	7
筹备	6
筹措	7
筹码	7
筹集	7
签	5
签名	5
签字	5
签约	7
签署	7
签订	5
签证	4
简介	6
简体字	7
简化	6
简单	3
简历	5
简易	7
简洁	7
简直	5
简短	7
简称	7
简练	7
简要	7
简陋	7
算	4
算了	6
算数	7
算是	6
算盘	7
算计	7
算账	7
管	4
管家	7
管教	7
管理	4
管用	7
管辖	7
管道	6
箭	6
箱子	3
篇	4
篇幅	7
篮球	2
簇拥	7
籍贯	7
米	3
米饭	1
类	5
类似	5
类别	6
类型	5
籽	7
粉	6
粉丝	7
粉末	7
粉碎	7
粒	6
粗	4
粗心	4
粗心大意	7
粗暴	7
粗略	7
粗糙	7
粗鲁	7
粘	6
粘贴	6
粥	6
粪	7
粪便	7
粮食	5
粽子	6
精	7
精准	6
精力	5
精华	7
精品	7
精妙	7
精密	7
精巧	7
精度	7
精彩	4
精彩纷呈	7
精心	6
精打细算	7
精明	7
精湛	7
精疲力竭	7
精益求精	7
精确	6
精神	5
精神病	7
精简	7
精练	7
精细	7
精美	6
精致	6
精英	7
精通	6
精髓	7
糊	7
糊涂	7
糖	3
糖尿病	7
糖果	6
糟	5
糟粕	7
糟糕	5
糟蹋	7
系	5
系列	6
系统	5
紊乱	7
素	7
素不相识	7
素养	7
素材	7
素质	6
素食	7
索取	7
索性	7
索赔	7
紧	5
紧凑	7
紧密	5
紧张	4
紧急	5
紧缩	7
紧缺	7
紧迫	7
紫	5
累	2
累积	7
累计	7
累赘	7
絮叨	7
繁体字	7
繁华	7
繁多	7
繁忙	6
繁杂	7
繁殖	6
繁荣	5
繁衍	7
繁重	7
纠正	6
纠纷	6
纠缠	7
红	5
红利	7
红包	4
红扑扑	7
红润	7
红火	7
红绿灯	3
红色	2
红茶	2
红薯	7
纤维	7
约	4
约会	4
约定	5
约定俗成	7
约束	6
级	5
级别	7
纪实	7
纪录	5
纪录片	5
纪律	6
纪念	5
纪念日	5
纪念碑	7
纪要	7
纬度	7
纯	6
纯朴	7
纯洁	7
纯粹	7
纱	7
纲要	7
纲领	7
纳入	7
纳税	7
纳税人	7
纳闷儿	7
纵容	7
纵横	7
纵深	7
纵然	7
纵观	7
纷纷	5
纸	3
纸上谈兵	7
纸巾	4
纸币	7
纺织	7
纽带	7
纽扣	7
线	6
线上	4
线下	4
线条	7
线索	6
线路	5
练	3
练习	3
组	4
组合	5
组建	7
组成	5
组织	5
组装	7
绅士	7
细	4
细微	7
细心	4
细胞	6
细腻	7
细致	6
细节	5
细菌	6
织	7
终于	3
终极	7
终止	7
终点	6
终生	7
终究	7
终端	7
终结	7
终身	6
绊	7
绊脚石	7
经	7
经久不息	7
经典	5
经历	4
经受	7
经商	6
经常	2
经度	7
经济	4
经理	3
经营	5
经贸	7
经费	7
经过	3
经验	4
绑	7
绑架	7
结	5
结合	5
结婚	3
结实	6
结尾	6
结局	7
结晶	7
结束	3
结构	5
结果	4
结算	7
结论	5
结识	7
结账	4
绕	5
绕行	7
绕远儿	7
绘制	7
绘声绘色	7
绘画	6
给	1
给予	6
络绎不绝	7
绝	7
绝对	5
绝技	7
绝望	6
绝缘	7
绝迹	7
绞	7
统一	5
统治	7
统筹	7
统统	7
统计	5
绣	7
继	7
继承	6
继母	7
继父	7
继续	4
继而	7
绩效	7
续	7
续航	7
绯闻	7
绰号	7
绳子	7
维修	5
维护	6
维持	5
维权	7
维生素	6
绷	7
绷带	7
综合	5
综艺	7
绽放	7
绿化	6
绿地	7
绿洲	7
绿色	2
绿茶	2
缅怀	7
缆车	7
缓	7
缓和	7
缓慢	5
缓解	5
缕	7
编	6
编写	6
编制	7
编剧	7
编号	7
编排	7
编程	7
编织	7
编辑	6
编造	7
缘分	7
缘故	7
缝	7
缝合	7
缠	7
缠绕	7
缤纷	7
缩	7
缩减	7
缩小	5
缩影	7
缩水	7
缩短	5
缴	7
缴纳	7
缸	7
缺	4
缺乏	5
缺口	7
缺失	7
缺少	4
缺席	7
缺点	4
缺陷	6
罐	6
罐头	7
网	6
网上	2
网友	4
网址	4
网民	7
网点	7
网球	3
网站	3
网络	5
网购	4
网页	4
罕见	6
罚	5
罚款	5
罢了	7
罢休	7
罢免	7
罢工	7
罩	7
罪	6
罪犯	7
罪魁祸首	7
置	7
羊	3
美	4
美中不足	7
美丽	4
美化	7
美味	5
美好	4
美妙	7
美学	7
美容	7
美德	7
美景	4
美术	5
美滋滋	7
美满	7
美观	6
美誉	7
美食	4
羞愧	7
羞耻	7
羡慕	4
群	5
群众	6
群体	5
羽毛球	3
羽绒服	6
翅膀	5
翘	7
翠绿	7
翻	5
翻天覆地	7
翻新	7
翻来覆去	7
翻番	7
翻译	4
翻身	7
耀眼	7
老	3
老乡	7
老人	3
老人家	7
老伴儿	7
老公	5
老化	7
老大	7
老太太	6
老婆	5
老字号	7
老实	6
老家	4
老师	1
老年	4
老是	4
老板	5
老百姓	5
老虎	4
老鼠	6
考	2
考古	6
考察	6
考查	7
考核	6
考生	4
考虑	4
考试	2
考量	7
考验	6
者	4
而	4
而且	3
而已	7
耍	7
耍赖	7
耐	7
耐人寻味	7
耐心	4
耐用	7
耕	7
耕地	7
耕耘	7
耗	7
耗时	7
耗费	7
耳光	7
耳朵	3
耳机	3
耳熟能详	7
耳环	6
耳目一新	7
耸	7
耸立	7
耻笑	7
耻辱	7
耽搁	7
耽误	6
耿直	7
聆听	7
聊	3
聊天儿	3
聋	7
职业	4
职位	6
职务	6
职员	6
职场	5
职工	5
职称	7
职能	7
职责	6
联合	5
联合国	6
联想	6
联手	7
联欢	7
联盟	7
联系	4
联络	7
联网	6
联赛	7
聘	7
聘任	7
聘用	7
聘请	5
聚	4
聚会	4
聚焦	7
聚精会神	7
聚集	6
聚餐	4
聪明	3
肆无忌惮	7
肇事	7
肉	2
肌肉	5
肌肤	7
肖像	7
肚子	4
肝	6
肠	6
股	7
股东	7
股份	7
股市	6
股民	7
股票	6
肢体	7
肤浅	7
肥	6
肥料	7
肥沃	6
肥皂	7
肥胖	6
肩膀	6
肩负	7
肯	6
肯定	4
肺	6
肺炎	6
肾	7
肿	6
肿瘤	7
胀	7
胃	5
胃口	6
胆小	5
胆小鬼	7
胆怯	7
胆量	7
背	4
背包	4
背叛	7
背后	5
背影	7
背心	6
背景	5
背诵	7
背负	7
背面	7
胎	7
胎儿	7
胖	3
胖乎乎	7
胚胎	7
胜	5
胜任	7
胜出	7
胜利	5
胜负	7
胡乱	7
胡同	5
胡子	6
胡思乱想	7
胡说	7
胡闹	7
胳膊	4
胶囊	7
胶带	6
胶水	6
胸	6
胸怀	7
胸有成竹	7
胸膛	7
能	1
能人	7
能力	4
能否	4
能够	4
能干	5
能源	6
能耐	7
能耗	7
能量	6
脂肪	6
脆	6
脆弱	6
脉搏	7
脉络	7
脊梁	7
脏	3
脑子	6
脑海	7
脑袋	6
脖子	6
脚	3
脚印	6
脚步	5
脚踏实地	7
脱	4
脱口而出	7
脱离	7
脱节	7
脱落	7
脱身	7
脱颖而出	7
脸	3
脸色	5
脸颊	7
脾	7
脾气	4
腊月	7
腐朽	7
腐烂	7
腐蚀	7
腐败	7
腔	7
腥	7
腰	5
腹	7
腹泻	7
腼腆	7
腾	7
腿	3
膜	7
膝盖	7
膨胀	7
膳食	7
臀	7
自	4
自主	7
自习	4
自从	5
自以为是	7
自信	4
自力更生	7
自动	5
自助	6
自卑	7
自卫	7
自发	7
自在	7
自如	7
自始至终	7
自学	4
自尊	7
自己	2
自强不息	7
自律	6
自愿	6
自我	6
自杀	6
自来水	6
自治区	7
自满	7
自然	4
自然界	7
自然而然	7
自理	7
自由	5
自相矛盾	7
自私	7
自称	7
自立	7
自行	7
自行车	3
自觉	5
自言自语	6
自豪	6
自负	7
自责	7
自费	7
自身	5
自首	7
臭	5
至	5
至于	6
至今	5
至关重要	6
至少	4
至此	7
致	7
致使	7
致力于	7
致命	7
致富	7
致敬	7
致辞	7
舅舅	6
舆论	7
舌头	6
舍不得	5
舍得	5
舒展	7
舒服	2
舒畅	7
舒适	5
舔	7
舞	7
舞台	5
舞蹈	5
航天	7
航天员	7
航海	7
航班	4
航空	6
航行	7
航运	7
舱	7
船	3
船只	6
船舶	7
艘	6
良	7
良好	5
良心	7
良性	7
艰巨	7
艰苦	5
艰辛	6
艰险	7
艰难	6
色彩	5
艳丽	7
艺人	6
艺术	4
艾滋病	7
节	3
节俭	7
节假日	4
节制	7
节奏	6
节日	3
节气	7
节目	3
节省	5
节约	4
节能	6
节衣缩食	7
芝麻	7
芬芳	7
芭蕾	7
芯片	7
花	2
花卉	7
花园	3
花朵	6
花样	7
花瓣	7
花生	6
花纹	7
花蕾	7
花费	5
芽	7
苍白	7
苍蝇	7
苏醒	7
苗	7
苗头	7
苗条	7
苛刻	7
若	7
若干	7
若是	7
苦	4
苦尽甘来	7
苦心	7
苦恼	7
苦涩	7
苦笑	7
苦难	7
英俊	7
英勇	7
英明	7
英雄	6
苹果	1
茁壮	7
茂密	7
茂盛	7
范围	5
范畴	7
茉莉	7
茎	7
茫然	7
茫茫	7
茶	1
茶叶	4
荆棘	7
草	3
草丛	7
草原	6
草地	3
草坪	7
草案	7
草率	7
草药	7
荒	7
荒凉	7
荒唐	7
荒诞	7
荒谬	7
荡漾	7
荣幸	7
荣耀	7
荣获	7
荣誉	6
荤	7
荧光	7
药	2
药品	5
药店	2
药方	7
药材	7
药物	5
荷花	7
莅临	7
莫名其妙	7
莫大	7
莫非	7
莲子	7
获取	4
获奖	4
获得	4
获悉	7
菊花	6
菜	1
菜单	3
菜肴	7
菩萨	7
萌发	7
萌芽	7
萍水相逢	7
萎缩	7
萝卜	7
营业	5
营养	5
营利	7
营救	7
营造	7
营销	7
萧条	7
落	4
落后	6
落地	6
落实	7
落差	7
落成	7
落户	7
著作	6
著名	4
著称	7
葡萄	4
葡萄酒	4
董事	7
董事会	7
董事长	7
葬	7
葬礼	7
葱	7
蒙	7
蒜	7
蒸	7
蒸发	7
蓝	3
蓝图	7
蓬勃	7
蔑视	7
蔓延	7
蔚蓝	7
蔬菜	5
蕴含	7
蕴藏	7
薄	5
薄弱	6
薪水	6
薪酬	7
薯片	6
藏	5
藏匿	7
藏品	7
藏身	7
藐视	7
藤蔓	7
蘑菇	7
蘸	7
虐待	7
虔诚	7
虚	7
虚伪	7
虚假	7
虚幻	7
虚弱	7
虚心	5
虚拟	7
虚构	7
虚荣	7
虫子	5
虽	6
虽然	2
虽说	7
虾	7
蚂蚁	6
蚊子	7
蚊帐	7
蛀牙	7
蛇	5
蛋白质	6
蛋糕	3
蜂蜜	7
蜜月	7
蜜蜂	6
蜡	7
蜡烛	7
蝴蝶	5
螃蟹	7
融	7
融入	6
融化	6
融合	6
融洽	7
融资	7
螺丝	7
蠢	7
血	4
血压	6
血型	6
血液	6
血管	6
血缘	7
血脉	7
行	3
行业	5
行为	5
行人	5
行使	7
行列	7
行动	5
行家	7
行情	7
行政	7
行星	7
行李	3
行程	5
行走	5
行驶	5
衍生	7
衔接	7
街	3
街坊	7
街头	6
街道	4
衡量	6
衣服	1
衣裳	7
衣食住行	6
补	6
补习	6
补偿	6
补充	5
补助	7
补救	7
补给	7
补课	6
补贴	6
表	4
表决	7
表彰	7
表态	7
表情	5
表扬	4
表明	5
表格	4
表演	3
表率	7
表现	4
表白	7
表示	4
表达	5
表述	7
表面	5
衬托	7
衬衫	3
衰减	7
衰弱	7
衰竭	7
衰老	6
衰落	7
衰退	7
衷心	7
袋子	4
袖子	6
袖手旁观	7
袖珍	7
袜子	4
被	3
被动	6
被告	7
被子	5
被迫	6
袭击	7
裁	7
裁决	7
裁判	5
裁员	7
裁定	7
裁缝	7
裂	7
裂痕	7
裂缝	7
装	4
装修	5
装备	6
装扮	7
装置	7
装饰	5
裙子	3
裤子	2
裸	7
裸体	7
裸露	7
裹	7
褒贬	7
西	3
西北	3
西南	3
西方	3
西瓜	3
西红柿	4
西装	5
西部	4
西餐	5
要	1
要不	5
要不是	5
要么	6
要命	7
要好	7
要害	7
要强	7
要是	4
要求	3
要点	6
要素	6
要紧	7
要领	7
覆盖	6
见	1
见义勇为	7
见仁见智	7
见利忘义	7
见外	7
见多识广	7
见效	7
见解	7
见证	7
见识	7
见闻	7
见面	3
观众	4
观光	6
观察	5
观念	5
观感	7
观摩	7
观望	7
观测	7
观点	5
观看	4
观赏	6
规划	6
规则	5
规定	4
规律	5
规格	7
规模	5
规矩	6
规章	7
规范	6
视为	5
视力	6
视察	7
视线	7
视觉	6
视角	7
视野	7
视频	4
觉得	1
觉悟	7
觉醒	7
角	3
角度	5
角色	5
角落	6
角逐	7
解	6
解体	7
解决	3
解剖	7
解围	7
解放	6
解救	7
解散	7
解析	7
解渴	7
解答	6
解约	7
解脱	7
解说	6
解读	6
解释	4
解除	7
解雇	7
触动	7
触摸	7
触犯	7
触目惊心	7
触觉	7
言行	7
言论	7
言语	6
言辞	7
警告	6
警察	4
警惕	7
警戒	7
警报	7
警犬	7
警示	7
警钟	7
譬如	7
计	7
计划	4
计策	7
计算	5
计算机	5
计较	7
订	4
订单	6
订婚	6
订立	7
订购	7
订阅	7
认	5
认为	3
认可	6
认同	6
认定	6
认得	3
认真	3
认知	6
认证	7
认识	1
认错	6
讥笑	7
讨	7
讨价还价	7
讨厌	4
讨好	7
讨论	4
让	2
让步	7
训	7
训练	5
议	7
议程	7
议论	6
议题	7
记	3
记号	7
记录	5
记得	2
记忆	5
记忆犹新	7
记性	7
记者	4
记载	5
讲	3
讲座	5
讲理	7
讲究	5
讲解	6
讲话	5
讲述	5
许	7
许可	6
许多	4
许愿	7
讹诈	7
论坛	6
论文	5
论证	7
论述	7
讽刺	7
设	7
设备	5
设定	7
设想	6
设施	5
设法	7
设立	5
设置	5
设计	5
访谈	6
访问	5
诀窍	7
证	4
证书	5
证人	7
证件	4
证券	7
证实	6
证据	5
证明	4
评	5
评价	5
评估	6
评判	7
评委	7
评定	7
评审	7
评论	6
评选	6
识	6
识别	6
诈骗	7
诉求	7
诉苦	7
诉讼	7
诉说	7
诉诸	7
诊所	7
诊断	5
词	2
词典	3
词汇	5
词语	4
译	7
试	3
试卷	5
试图	6
试探	7
试点	7
试用	5
试行	7
试题	4
试验	5
诗	5
诗人	5
诗歌	6
诗词	6
诚信	6
诚实	4
诚恳	7
诚意	7
诚挚	7
话剧	4
话筒	6
话语	7
话费	5
话题	5
诞生	6
诞辰	7
诠释	7
诡计	7
询问	5
该	3
详尽	7
详细	4
诧异	7
诬陷	7
语文	5
语气	5
语法	4
语言	3
语音	5
误	6
误会	4
误区	7
误导	7
误差	7
误解	6
诱人	7
诱发	7
诱惑	7
诱饵	7
说	1
说不上	7
说不定	5
说情	7
说明	4
说明书	4
说服	5
说法	4
说话	1
说谎	7
请	1
请假	3
请客	3
请帖	7
请教	5
请柬	7
请求	5
请示	7
请问	1
诸位	7
诸多	6
诸如此类	7
诺言	7
读	1
读书	1
读物	7
读者	4
读音	5
诽谤	7
课	1
课堂	4
课文	3
课本	3
课程	4
课题	6
谁	1
调	5
调侃	7
调剂	7
调动	6
调和	7
调度	7
调控	7
调整	5
调料	7
调查	4
调皮	5
调研	5
调节	6
调解	7
调试	7
谅解	7
谈	4
谈判	6
谈及	7
谈论	6
谈话	5
谋划	7
谋取	7
谋害	7
谋求	7
谋生	7
谎言	7
谎话	7
谜	7
谜团	7
谜底	7
谜语	7
谢绝	7
谢谢	1
谣言	7
谦虚	6
谦逊	7
谨慎	5
谱	7
谴责	7
谷物	7
豁	7
豁出去	7
豁达	7
豆子	7
豆浆	5
豆腐	5
象征	5
象棋	6
豪华	7
豪迈	7
豹	7
贝壳	7
负	7
负担	5
负责	4
负责人	4
负重	7
负面	6
贡献	5
财产	6
财力	7
财务	6
财富	6
财政	7
财物	6
财经	7
责任	4
责备	7
责怪	7
败	6
败坏	7
账单	6
账号	5
账户	5
货	4
货币	6
货物	5
货车	6
货运	7
质地	7
质朴	7
质疑	6
质量	4
质问	7
贩卖	7
贪	7
贪吃	7
贪婪	7
贪污	7
贫乏	7
贫困	6
贫穷	7
贬低	7
贬值	7
购买	4
购物	4
贮藏	7
贯彻	7
贯穿	7
贯通	7
贱	7
贴	5
贴切	7
贴近	6
贵	1
贵姓	5
贵宾	7
贵族	7
贵重	6
贷款	6
贸易	6
费	4
费力	7
费劲	7
费用	4
贺信	7
贺电	7
贼	7
贿赂	7
资产	6
资助	7
资历	7
资料	4
资本	6
资本主义	7
资格	5
资深	7
资源	5
资讯	7
资质	7
资金	5
赋予	6
赌	7
赌博	7
赎	7
赏	5
赏识	7
赐	7
赐教	7
赔	5
赔偿	6
赖	6
赚	4
赛	7
赛事	6
赛场	5
赛季	7
赛跑	7
赛车	7
赞不绝口	7
赞助	7
赞叹	7
赞同	6
赞成	5
赞扬	7
赞美	7
赞许	7
赞赏	6
赠	5
赠送	5
赡养	7
赢	4
赢家	7
赢得	4
赤字	7
赤道	7
赫然	7
走	2
走势	7
走向	7
走廊	6
走弯路	7
走投无路	7
走漏	7
走私	7
走路	2
走过场	7
赴	7
赶	4
赶上	4
赶忙	6
赶快	4
赶紧	4
赶赴	7
起	3
起伏	7
起初	6
起到	4
起劲	7
起哄	7
起床	1
起来	2
起步	7
起源	6
起点	6
起码	7
起程	7
起草	7
起诉	7
起跑线	7
起飞	3
趁	6
趁早	7
趁机	7
超	5
超出	5
超前	7
超市	1
超标	7
超级	5
超越	6
超过	4
超速	5
越	3
越发	7
越过	7
趋于	7
趋势	5
趟	4
趣味	6
足	6
足不出户	7
足以	6
足够	5
足智多谋	7
足球	2
足迹	7
趴	7
跌	6
跌幅	7
跑	2
跑步	2
跑道	5
跑龙套	7
距	5
距离	4
跟	2
跟前	6
跟踪	6
跟进	7
跟随	6
跨	7
跨国	7
跨度	7
跨越	7
跪	6
路	2
路上	2
路人	5
路况	6
路口	3
路子	7
路径	7
路段	7
路程	6
路线	5
路边	3
路过	4
路途	7
路面	6
跳	3
跳伞	7
跳动	7
跳槽	7
跳水	6
跳舞	2
跳跃	7
跳远	5
跳高	5
践踏	7
踊跃	7
踏	7
踏实	6
踢	2
踩	6
踪迹	7
踹	7
蹊跷	7
蹦	7
蹬	7
蹭	7
蹲	6
身	4
身不由己	7
身价	7
身份	5
身份证	4
身体	2
身子	7
身影	7
身心	6
身材	5
身躯	7
身边	3
身高	3
躲	5
躲避	6
躺	4
车	1
车主	5
车位	4
车厢	5
车库	5
车祸	5
车站	2
车辆	5
车速	4
车间	7
轨迹	7
轨道	6
转	4
转交	6
转动	6
转化	7
转发	4
转变	5
转告	5
转型	7
转悠	7
转折	7
转折点	7
转换	6
转播	7
转机	4
转眼	7
转移	6
转让	6
转身	6
转载	7
转达	7
轮	6
轮子	6
轮廓	7
轮换	7
轮椅	6
轮流	6
轮胎	7
轮船	6
软	5
软件	5
软实力	7
软弱	7
轰	7
轰动	7
轰炸	7
轻	4
轻型	7
轻微	7
轻易	5
轻松	4
轻而易举	7
轻蔑	7
轻视	7
轻重	5
载体	7
轿车	7
较	5
较为	6
较劲	7
较量	7
辅助	6
辅导	6
辆	3
辉煌	7
辐射	7
输	4
输入	5
输出	6
输液	7
输血	7
输送	6
辖区	7
辗转	7
辛勤	7
辛苦	4
辛酸	7
辜负	7
辞	7
辞典	7
辞呈	7
辞职	5
辞退	7
辣	4
辣椒	6
辨别	7
辨认	7
辩	7
辩护	7
辩解	7
辩论	7
辩证	7
辫子	7
边	1
边境	7
边界	7
边疆	7
边缘	7
边远	7
辽阔	7
达到	4
达成	5
达标	7
迁	7
迁就	7
迁徙	7
迁移	7
迄今	7
迅猛	7
迅速	5
过	2
过不去	7
过于	5
过关	7
过分	5
过剩	7
过半	7
过去	2
过后	6
过境	7
过失	7
过头	7
过奖	7
过年	2
过度	5
过往	7
过意不去	7
过敏	5
过时	6
过期	5
过来	2
过渡	6
过滤	7
过瘾	7
过硬	7
过程	4
过节	3
过道	7
过量	7
过错	7
过问	7
迈	6
迎	5
迎合	7
迎接	5
迎面	7
运	5
运作	7
运动	2
运动会	3
运动员	3
运气	5
运河	7
运用	5
运筹帷幄	7
运算	7
运营	6
运行	6
运费	5
运转	7
运输	5
运送	6
近	2
近代	5
近年来	5
近日	5
近期	5
近来	6
近视	6
返回	5
返还	7
还	1
还原	6
还是	2
这	1
这个	1
这么	2
这些	1
这儿	1
这样	2
这边	1
这里	1
进	2
进一步	5
进修	7
进入	4
进军	7
进化	6
进去	2
进取	7
进口	5
进展	6
进度	6
进攻	7
进来	2
进步	5
进程	7
进而	6
进行	4
远	2
远方	6
远离	4
远程	6
远见	7
远近闻名	7
违反	5
违法	5
违章	7
违约	7
违背	7
违规	6
连	4
连任	7
连同	7
连夜	7
连年	7
连忙	5
连接	5
连续	5
连绵	7
连贯	7
连连	7
连锁	7
迟	4
迟到	3
迟早	7
迟疑	7
迟缓	7
迟迟	7
迟钝	7
迫不及待	7
迫使	7
迫切	6
迫害	7
迭起	7
迷	5
迷人	6
迷信	7
迷失	7
迷恋	7
迷惑	7
迷路	5
迸发	7
迹象	7
追	5
追尾	7
追悼	7
追捧	7
追求	5
追溯	7
追究	6
追赶	7
追踪	7
追逐	7
追问	7
追随	7
退	5
退休	5
退出	5
退化	7
退却	7
退回	7
退役	7
退步	7
退税	6
退缩	7
退让	7
退还	5
送	2
送别	7
送行	7
适合	4
适宜	6
适应	4
适度	6
适当	5
适时	7
适用	5
适量	7
逃	6
逃亡	7
逃生	7
逃跑	6
逃避	7
逆	7
逆境	7
逆行	7
选	3
选举	7
选修	6
选手	5
选拔	6
选择	3
选民	7
选用	7
选项	7
逊色	7
透	6
透彻	7
透支	7
透明	6
透气	7
透过	6
透露	6
逐一	7
逐年	7
逐步	5
逐渐	5
递	5
递交	7
递增	7
途径	6
逗	6
逗留	7
通	4
通俗	7
通信	6
通告	7
通宵	7
通常	5
通报	7
通用	6
通畅	7
通知	4
通红	7
通缉	7
通行	5
通讯	6
通话	6
通货膨胀	7
通车	7
通过	4
通通	7
通道	6
通顺	7
通风	6
